game_string,play_per_game,timestamp,player_id,field_x,field_y,home_team,away_team,year,day,game_string_ppg
y1_d145_ADQ_ANI,259,9463421,2,0.4704,-5.994,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9463471,2,0.4821,-5.9901,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9463521,2,0.4938,-5.9853,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9463571,2,0.5049,-5.9799,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9463621,2,0.5157,-5.9733,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9463671,2,0.5256,-5.9658,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9463721,2,0.5346,-5.9571,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9463771,2,0.543,-5.9475,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9463821,2,0.5499,-5.937,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9463871,2,0.5559,-5.9262,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9463921,2,0.5607,-5.9145,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9463971,2,0.5643,-5.9025,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464021,2,0.567,-5.8902,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464071,2,0.5688,-5.8776,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464121,2,0.5697,-5.8653,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464171,2,0.57,-5.8527,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464221,2,0.5481,-5.6994,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464271,2,0.5028,-5.5536,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464321,2,0.4476,-5.4126,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464371,2,0.3864,-5.2716,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464421,2,0.3225,-5.1321,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464471,2,0.2574,-4.9938,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464521,2,0.192,-4.8561,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464571,2,0.126,-4.7172,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464621,2,0.0624,-4.5813,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464671,2,-0.0015,-4.443,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464721,2,-0.0654,-4.302,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464771,2,-0.1266,-4.1634,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464821,2,-0.1866,-4.0239,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464871,2,-0.2451,-3.8835,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464921,2,-0.3036,-3.7386,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9464971,2,-0.5199,-3.1866,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465021,2,-0.7338,-2.6361,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465071,2,-0.9435,-2.0928,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465121,2,-1.1538,-1.5474,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465171,2,-1.3614,-1.0083,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465221,2,-1.5681,-0.4725,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465271,2,-1.7778,0.0702,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465321,2,-1.9899,0.6129,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465371,2,-2.0673,0.7113,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465421,2,-2.1441,0.8094,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465471,2,-2.2206,0.9069,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465521,2,-2.2962,1.0035,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465571,2,-2.3703,1.0983,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465621,2,-2.4423,1.191,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465671,2,-2.5122,1.281,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465721,2,-2.5788,1.3683,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465771,2,-2.6427,1.452,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465821,2,-2.7027,1.5324,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465871,2,-2.7591,1.6086,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465921,2,-2.8116,1.6809,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9465971,2,-2.8602,1.7487,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466021,2,-2.9046,1.8126,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466071,2,-2.9451,1.872,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466121,2,-2.9817,1.9272,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466171,2,-3.015,1.9782,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466221,2,-3.045,2.0256,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466271,2,-3.0723,2.0694,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466321,2,-3.0969,2.1099,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466371,2,-3.1194,2.148,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466421,2,-3.1401,2.1837,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466471,2,-3.159,2.2176,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466521,2,-3.1767,2.2503,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466571,2,-3.1935,2.2824,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466621,2,-3.2097,2.3136,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466671,2,-3.2256,2.3448,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,259,9466721,2,-3.2412,2.376,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_259
y1_d145_ADQ_ANI,260,9495421,2,-0.2946,-6.1782,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9495471,2,-0.2898,-6.1764,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9495521,2,-0.2853,-6.1746,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9495571,2,-0.2805,-6.1728,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9495621,2,-0.2757,-6.171,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9495671,2,-0.2709,-6.1695,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9495721,2,-0.2661,-6.1677,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9495771,2,-0.2613,-6.1659,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9495821,2,-0.2565,-6.1641,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9495871,2,-0.252,-6.1623,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9495921,2,-0.2472,-6.1605,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9495971,2,-0.2424,-6.1587,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496021,2,-0.2376,-6.1569,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496071,2,-0.2328,-6.1551,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496121,2,-0.228,-6.1533,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496171,2,-0.2232,-6.1515,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496221,2,-0.2184,-6.1497,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496271,2,-0.2139,-6.1479,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496321,2,-0.2091,-6.1461,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496371,2,-0.2043,-6.1443,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496421,2,-0.1995,-6.1425,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496471,2,-0.1947,-6.141,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496521,2,-0.1899,-6.1392,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496571,2,-0.1851,-6.1374,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496621,2,-0.1806,-6.1356,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496671,2,-0.1758,-6.1338,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496721,2,-0.171,-6.132,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496771,2,-0.1662,-6.1302,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496821,2,-0.1614,-6.1284,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496871,2,-0.1566,-6.1266,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496921,2,-0.1518,-6.1248,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9496971,2,-0.1473,-6.123,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497021,2,-0.1425,-6.1212,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497071,2,-0.1377,-6.1194,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497121,2,-0.1329,-6.1176,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497171,2,-0.1281,-6.1158,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497221,2,-0.1233,-6.1143,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497271,2,-0.1185,-6.1125,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497321,2,-0.114,-6.1107,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497371,2,-0.1092,-6.1089,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497421,2,-0.1044,-6.1071,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497471,2,-0.0996,-6.1053,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497521,2,-0.0948,-6.1035,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497571,2,-0.09,-6.1017,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497621,2,-0.0852,-6.0999,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497671,2,-0.0807,-6.0981,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497721,2,-0.0759,-6.0963,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497771,2,-0.0711,-6.0945,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497821,2,-0.0663,-6.0927,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497871,2,-0.0615,-6.0909,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497921,2,-0.0567,-6.0891,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9497971,2,-0.0519,-6.0876,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498021,2,-0.0474,-6.0858,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498071,2,-0.0426,-6.084,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498121,2,-0.0378,-6.0822,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498171,2,-0.033,-6.0804,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498221,2,-0.0282,-6.0786,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498271,2,-0.0234,-6.0768,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498321,2,-0.0186,-6.075,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498371,2,-0.0141,-6.0732,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498421,2,-0.0093,-6.0714,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498471,2,-0.0045,-6.0696,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498521,2,0.0003,-6.0678,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498571,2,0.0051,-6.066,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498621,2,0.0099,-6.0642,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498671,2,0.0147,-6.0624,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498721,2,0.0192,-6.0606,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498771,2,0.024,-6.0591,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498821,2,0.0288,-6.0573,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498871,2,0.0336,-6.0555,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,260,9498921,2,0.0384,-6.0537,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_260
y1_d145_ADQ_ANI,368,13227421,2,0.3015,-5.6055,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_368
y1_d145_ADQ_ANI,368,13227471,2,0.2943,-5.5893,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_368
y1_d145_ADQ_ANI,368,13227521,2,0.2859,-5.5743,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_368
y1_d145_ADQ_ANI,368,13227571,2,0.2769,-5.5599,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_368
y1_d145_ADQ_ANI,368,13227621,2,0.267,-5.5458,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_368
y1_d145_ADQ_ANI,368,13227671,2,0.2565,-5.5323,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_368
y1_d145_ADQ_ANI,368,13227721,2,0.2457,-5.5191,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_368
y1_d145_ADQ_ANI,368,13227771,2,0.2346,-5.5059,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_368
y1_d145_ADQ_ANI,368,13227821,2,0.2232,-5.4927,ANI,ADQ,y1,d145,y1_d145_ADQ_ANI_368
